Product Name,Variant Name,Full Name,Price,Compare At Price,SKU,Product Type,Vendor,Product URL,Image URL,Available,Availability Status,Description,Tags
Peak,Canyon,Peak - Canyon,$220.00,,850068033263,Peak,Puffco,https://www.puffco.com/products/the-peak-canyon,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Peak_Canyon_3Quarters-Left_900x1200_ca3a2ac2-d661-4efb-93ba-6322eb5eef65.png?v=1761587148,True,In Stock,"The new Peak is the most effortless dab experience ever. Smarter, simpler, and comfy in-hand, our original intelligent vaporizer now features a 3D Chamber, Joystick Cap, and real-time temperature control. With its seamless single-button interface, premium water filtration and four dialed heat preset",S2 Q425
Peak,Pine,Peak - Pine,$220.00,,850068033232,Peak,Puffco,https://www.puffco.com/products/the-peak-pine,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Peak_Pine_01_3Quarters-Left_900x1200_c490a493-3a26-4676-a135-cf32b8ecdb9f.png?v=1761587143,True,In Stock,"The new Peak is the most effortless dab experience ever. Smarter, simpler, and comfy in-hand, our original intelligent vaporizer now features a 3D Chamber, Joystick Cap, and real-time temperature control. With its seamless single-button interface, premium water filtration and four dialed heat preset",S2 Q425
Pivot,Pine,Pivot - Pine,$130.00,,850068033195,Pivot,Puffco,https://www.puffco.com/products/pivot-pine,https://cdn.shopify.com/s/files/1/0319/5549/files/Pivot_-Pine_-Font-Facing_-Light-On.png?v=1761587138,True,In Stock,"The Pivot puts the full Puffco experience in your pocket. The same size as a pen, this discreet, mobile vaporizer features a quick-release 3D Chamber that delivers premium flavor and real-time temperature control. With a light bar that serves as a visual dab timer, haptic feedback, a single-button i","S2 Q425, Zelda"
Pivot Pine Mouthpiece 2-Pack,Pine,Pivot Pine Mouthpiece 2-Pack - Pine,$15.00,,850068033225,Pivot Accessories,Puffco,https://www.puffco.com/products/pivot-pine-mouthpiece-2-pack,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_Pivot_Mouthpiece_2Pack_Pine_900x1200_38ea8108-8e58-4dd3-8225-3205c5aae7e5.png?v=1761603077,True,In Stock,"The Pivot Mouthpiece is soft silicone and features a directional airpath, specifically designed to maximize vapor and reduce splashback. The threadless cap closure and connected tether keep your concentrate secure and minimize reclaim build-up.  Available in Mocha and Pine.
  
<p style=""font-style: ","S2 Q425, Zelda"
New Proxy Wizard,Onyx,New Proxy Wizard - Onyx,$100.00,,850068033126,Proxy Accessory,Puffco,https://www.puffco.com/products/proxy-wizard,https://cdn.shopify.com/s/files/1/0319/5549/files/Proxy-V2_-Onyx_-Wiz_-Left_-Empty.png?v=1758153301,True,In Stock," The Proxy Wizard is an elegant dry pipe designed to bring both style and performance to your ritual. Its long spiral stem cools vapor before it reaches you, delivering smooth, flavorful hits with every draw. The hand-blown borosilicate glass adds refined artistry, while the grooved bowl provides a ","BYOP 2.0, Proxy V2, proxyacc, TOAD"
New Proxy Wizard,Haze,New Proxy Wizard - Haze,$100.00,,850068033140,Proxy Accessory,Puffco,https://www.puffco.com/products/proxy-wizard-haze,https://cdn.shopify.com/s/files/1/0319/5549/files/Proxy-V2_-Wiz_-Haze_-Left-Empty.png?v=1758153283,True,In Stock," The Proxy Wizard is an elegant dry pipe designed to bring both style and performance to your ritual. Its long spiral stem cools vapor before it reaches you, delivering smooth, flavorful hits with every draw. The hand-blown borosilicate glass adds refined artistry, while the grooved bowl provides a ","BYOP 2.0, Proxy V2, proxyacc, TOAD"
New Proxy Bub,Onyx,New Proxy Bub - Onyx,$100.00,,850068033133,Proxy Accessory,Puffco,https://www.puffco.com/products/proxy-bub,https://cdn.shopify.com/s/files/1/0319/5549/files/Proxy_-Onyx_-Bub_-Left_-Empty.png?v=1757516621,True,In Stock," The Proxy Bub brings water filtration to your ritual, cooling each draw for a smoother, more flavorful hit. With a stable, upright design and a comfortable hold, it’s made for the kind of sessions that don’t rush. Whether you're winding down or dialing in, the Bub adds a clean, classic element to y","BYOP 2.0, Proxy V2, proxyacc, TOAD"
New Proxy Bub,Haze,New Proxy Bub - Haze,$100.00,,850068033157,Proxy Accessory,Puffco,https://www.puffco.com/products/proxy-bub-haze,https://cdn.shopify.com/s/files/1/0319/5549/files/Proxy-V2_-Haze_-Bub_-Left-Empty_e67cf38c-d134-46e4-833e-7c5a4f8464a0.png?v=1758153324,True,In Stock," The Proxy Bub brings water filtration to your ritual, cooling each draw for a smoother, more flavorful hit. With a stable, upright design and a comfortable hold, it’s made for the kind of sessions that don’t rush. Whether you're winding down or dialing in, the Bub adds a clean, classic element to y","BYOP 2.0, Proxy V2, proxyacc, TOAD"
New Proxy 3D Chamber,Default Title,New Proxy 3D Chamber,$50.00,,810028449916,Proxy Accessory,Puffco,https://www.puffco.com/products/new-proxy-3d-chamber,https://cdn.shopify.com/s/files/1/0319/5549/files/Proxy-V2_-Chamber_-Onyx_-Forward.png?v=1757516621,True,In Stock,"The new Proxy 3D Chamber is engineered exclusively for the new Proxy. With a taller, larger bowl, it unlocks bigger dab and minimizes splash out. Patented 3D heating technology preserves terpenes and cannabinoids, so every session delivers clean, flavorful vapor with a bigger impact.
 Only compatibl","BYOP 2.0, Proxy V2, proxyacc, TOAD"
Peak Atomizer,Single Pack,Peak Atomizer - Single Pack,$40.00,,851788007237,Accessory,Puffco,https://www.puffco.com/products/the-peak-atomizer,https://cdn.shopify.com/s/files/1/0319/5549/products/NewAtomizer.png?v=1765307747,True,In Stock,"The Peak Atomizer is the magic behind the Peak experience. Made without any coils, glues, plastics or fibers, the Atomizer is designed for the purest consumption experience ever. Contains a ceramic bowl that provides optimal flavor and heat performance.
 
<meta charset=""utf-8""><span>Only compatible ","710, Accessory, Atomizer, BFCM22, EARLY25, Final Employee Collection, Peak, Peak 4/20, Peak Accessory, product-disclaimer, zip-restricted"
Puffco Travel Case,Daybreak,Puffco Travel Case - Daybreak,$50.00,,850068033393,Peak PRO Accessories,Puffco,https://www.puffco.com/products/puffco-travel-case-daybreak,https://cdn.shopify.com/s/files/1/0319/5549/files/TravelCaseDaybreakClosed_672b7591-c7ff-4e29-bf38-480384bb6367.png?v=1750723022,True,In Stock,"The Travel Case keeps your stash organized. Featuring a ridged hard aluminum exterior with a magnetic lid closure and soft silicone inside to reduce rattling, the Travel Case has room for a Pivot + Hot Knife, up to 3 jars, cotton swabs, a covered section for trash, and anything else you might need.
","bis-hidden, Daybreak"
Pivot + Hot Knife,Onyx,Pivot + Hot Knife - Onyx,$180.00,,,Pivot,Puffco,https://www.puffco.com/products/onyx-pivot-hot-knife,https://cdn.shopify.com/s/files/1/0319/5549/files/onyxpivot-onyxhotknife_v2.png?v=1756234928,True,In Stock,"Pivot + Hot Knife ships free.
 
The Pivot + Hot Knife Onyx Bundle is designed for smooth, efficient sessions. With Pivot in Onyx and a matching Onyx Hot Knife, this duo makes loading easy and delivers big clouds — all in a discreet, portable form.
 
Includes:
<ul>
<li>- Pivot - Onyx</li>
<li>- Hot K","bis-hidden, evergreenbundle"
Peak + Hot Knife,Onyx & Onyx,Peak + Hot Knife - Onyx & Onyx,$270.00,,,Peak,Puffco,https://www.puffco.com/products/onyx-peak-onyx-hot-knife,https://cdn.shopify.com/s/files/1/0319/5549/files/NewPeak_HotKnife_Bundle_Onyx_Onyx_R2.png?v=1724718969,True,In Stock,"Who knew the most effortless dab ever and the most effortless loading tool ever could look this good together? Smarter, simpler, and seamless — the new Onyx Peak and Onyx Hot Knife are a match made in hash heaven.
 <span>Available in Onyx and Cloud.</span> 
 
Includes:
<ul>
<li>- Peak - Onyx</li>
<l","bis-hidden, bis-paused, evergreenbundle"
Peak Pro 3DXL Set,Pearl,Peak Pro 3DXL Set - Pearl,$520.00,,,Peak PRO,Puffco,https://www.puffco.com/products/pearl-peak-pro-3dxl-set,https://cdn.shopify.com/s/files/1/0319/5549/files/pearlpeakpro-pearltravelcase-pearlhotknife-bundle.png?v=1755723999,True,In Stock,"Clean design. Complete setup.
 
The Peak Pro Pearl Set offers a polished look with everything in one set. Featuring the Peak Pro, Hot Knife, and Travel Case in Pearl, this bundle delivers cohesive style and reliable performance session after session.
 
Includes:
<ul>
<li>- Peak Pro 3DXL - Pearl</li>","bis-hidden, evergreenbundle"
Peak Pro 3DXL Set,Onyx,Peak Pro 3DXL Set - Onyx,$520.00,,,Peak PRO,Puffco,https://www.puffco.com/products/onyx-peak-pro-3dxl-set,https://cdn.shopify.com/s/files/1/0319/5549/files/onyxpeakpro-pearltravelcase-onyxhotknife-bundle.png?v=1755723992,True,In Stock,"Performance, perfected.
 
The Peak Pro Onyx Set brings everything together for a sharp, functional setup. Featuring the Peak Pro in Onyx, paired with an Onyx Hot Knife and a Pearl Travel Case, this set is built to keep your ritual smooth and consistent wherever it goes.
 
Includes:
<ul>
<li>- Peak P","bis-hidden, evergreenbundle"
Proxy 3D Chamber,Default Title,Proxy 3D Chamber,$50.00,,810028443570,Proxy Accessory,Puffco,https://www.puffco.com/products/proxy-chamber,https://cdn.shopify.com/s/files/1/0319/5549/products/MainProxy_0001_chamber.png?v=1654644971,True,In Stock,"The 3D Chamber is a game changer. This innovative ceramic bowl uses patented technology to preserve terpenes and cannabinoids. As you inhale, heating traces vaporize your extract on the sides of the chamber – not the bottom – so you can enjoy bigger, better tasting hits.
 
<p style=""font-style: ital","Accessory, BYOSTEP4, DoubleFeature, EARLY25, product-disclaimer, Proxy Accessories, proxyacc, zip-restricted"
Pivot Glass Adapter,Default Title,Pivot Glass Adapter,$60.00,,810028448087,Pivot Accessories,Puffco,https://www.puffco.com/products/pivot-glass-adapter,https://cdn.shopify.com/s/files/1/0319/5549/files/adapter_0000_Pivot-Glass-Adapter_-Right.png?v=1763421697,True,In Stock,"The Glass Adapter makes it easy to add 3D Chamber tech to your favorite glass rig or bong. Simply twist the Adapter onto the Pivot base, insert the glass joint into your piece, and enjoy better flavor and bigger vapor with less hassle.  Includes a quick-release 3D Chamber and 10mm + 14mm glass joint",Zelda
Puffco Travel Case,Pearl,Puffco Travel Case - Pearl,$50.00,,810028446908,Pivot Accessories,Puffco,https://www.puffco.com/products/puffco-travel-case,https://cdn.shopify.com/s/files/1/0319/5549/files/pokeball_0000_Travel-Case_-Silver_-Closed_8a260836-4898-4984-9850-566b2fbcc928.png?v=1755802043,True,In Stock,"The Travel Case keeps your stash organized. Featuring a ridged hard aluminum exterior with a magnetic lid closure and soft silicone inside to reduce rattling, the Travel Case has room for a Pivot + Hot Knife, up to 3 jars, cotton swabs, a covered section for trash, and anything else you might need.
","bis-hidden, Zelda"
Pivot Mocha Mouthpiece 2-Pack,Mocha,Pivot Mocha Mouthpiece 2-Pack - Mocha,$15.00,,850068033010,Pivot Accessories,Puffco,https://www.puffco.com/products/pivot-mouthpiece-mocha,https://cdn.shopify.com/s/files/1/0319/5549/files/mouthpieces_mocha_0002_pivot.png?v=1742586240,True,In Stock,"The Pivot Mouthpiece is soft silicone and features a directional airpath, specifically designed to maximize vapor and reduce splashback. The threadless cap closure and connected tether keep your concentrate secure and minimize reclaim build-up.  Available in Mocha.
  
<p style=""font-style: italic; f","Mocha, Zelda"
Proxy Ryan Fitt Recycler,Default Title,Proxy Ryan Fitt Recycler,$200.00,,810028445093,Proxy Accessory,Puffco,https://www.puffco.com/products/proxy-ryan-fitt-recycler,https://cdn.shopify.com/s/files/1/0319/5549/files/first_1.png?v=1705360002,True,In Stock,"Master glassblower Ryan Fitt has done it again. Beautiful and balanced, the Proxy Ryan Fitt Recycler delivers bigger, cooler hits with Ryan’s signature recycling action and style. This borosilicate glass Piece is the latest in the Proxy Collection, fitting comfortably in hand and effortlessly blendi",proxyacc
Ryan Fitt Recycler Glass 2.0,Default Title,Ryan Fitt Recycler Glass 2.0,$300.00,,810028442771,Peak PRO Accessories,Puffco,https://www.puffco.com/products/ryan-fitt-recycler-glass-2-0,https://cdn.shopify.com/s/files/1/0319/5549/products/heroRyan_d74bc0cc-577a-4a2d-830c-9095333fc359.png?v=1763421662,True,In Stock,"The Ryan Fitt Recycler 2.0 is our second collaboration with master glassblower Ryan Fitt. This glass Top for the Peak &amp; Peak Pro is not only beautifully designed, it has better filtration and adds even more water volume than the first Recycler. Cooler, bigger, more consistent hits – 2.0.   ","Final Employee Collection, Peak PRO Accessory, zip-restricted"
Ryan Fitt Recycler Glass,Default Title,Ryan Fitt Recycler Glass,$250.00,,810028440326,Peak PRO Accessories,Puffco,https://www.puffco.com/products/ryan-fitt-recycler-glass,https://cdn.shopify.com/s/files/1/0319/5549/products/Recycler.png?v=1588334336,True,In Stock,"The Ryan Fitt Recycler is a collaboration with master glassblower Ryan Fitt. This glass Top for the Peak &amp; Peak Pro provides more water volume and improved filtration, featuring a fluted inner funnel and external intake tubes for a cooler, bigger, more consistent hit. ","""Final Employee Collection"", ""Peak Accessory"", ""zip-restricted""], [""EARLY25"""
Peak Pro Glass 2.0,Default Title,Peak Pro Glass 2.0,$100.00,,810028445147,Peak PRO Accessories,Puffco,https://www.puffco.com/products/peak-pro-glass-2-0,https://cdn.shopify.com/s/files/1/0319/5549/files/TheNewPeakProGlass.png?v=1694471309,True,In Stock,The Peak Pro Glass 2.0 is beauty and performance combined. Dual hand-blown borosilicate glass chambers showcase an elegant spiral design within. Five laser cut perc slots deliver improved airflow and filtration. And it can be easily detached and reattached from the base to make cleaning and swapping,"Accessory, BFCM22, EARLY25, Final Employee Collection, Glass, Glass Top, Peak PRO, zip-restricted"
Peak Glass,Default Title,Peak Glass,$80.00,,810028448360,Peak PRO Accessories,Puffco,https://www.puffco.com/products/new-peak-glass,https://cdn.shopify.com/s/files/1/0319/5549/files/Peak_Glass2.png?v=1721689996,True,In Stock,"The Peak Glass is beauty and performance combined. Dual hand-blown borosilicate glass chambers showcase a simple yet precise design within. Two sets of laser cut perc holes at the base deliver improved airflow and filtration. And, you easily detach and reattach the glass from the base to make cleani",
Peak Pro Travel Glass,Default Title,Peak Pro Travel Glass,$125.00,,810028441811,Peak PRO Accessories,Puffco,https://www.puffco.com/products/puffco-travel-glass,https://cdn.shopify.com/s/files/1/0319/5549/files/Travel_Glass_WEBIMAGERY_85b8c34d-4bb0-40be-93bb-2baecdfda8b4.png?v=1696025098,True,In Stock,"Take a trip. The Peak Pro Travel Glass is a patented top for the Peak Pro and Peak that allows you to lock water inside the chamber by twisting the mouthpiece. Less spills, better portability, saves water. Dab on the go.
<div id=""awebChromeHelper""></div>","BFCM22, EARLY25, Final Employee Collection, Peak Accessory, Peak PRO, zip-restricted"
Peak Pro Travel Glass,Shadow Black,Peak Pro Travel Glass - Shadow Black,$125.00,,810028442641,Peak PRO Accessories,Puffco,https://www.puffco.com/products/the-puffco-colored-travel-glass,https://cdn.shopify.com/s/files/1/0319/5549/products/Black-Front_8eb95e91-85eb-4324-be96-83fa84ed183d.png?v=1631570964,True,In Stock,"Take a trip. The Puffco Travel Glass is a patented Top for the Peak Pro and Peak that allows you to lock water inside the chamber by twisting the mouthpiece. Less spills, better portability, saves water. Dab on the go.","BFCM22, EARLY25, Final Employee Collection, Peak Accessory, Peak PRO, Peak PRO Accessory, zip-restricted"
Peak Pro Travel Glass,Royal Blue,Peak Pro Travel Glass - Royal Blue,$125.00,,810028442658,Peak PRO Accessories,Puffco,https://www.puffco.com/products/the-puffco-colored-travel-glass,https://cdn.shopify.com/s/files/1/0319/5549/products/Black-Front_8eb95e91-85eb-4324-be96-83fa84ed183d.png?v=1631570964,False,Out of Stock,"Take a trip. The Puffco Travel Glass is a patented Top for the Peak Pro and Peak that allows you to lock water inside the chamber by twisting the mouthpiece. Less spills, better portability, saves water. Dab on the go.","BFCM22, EARLY25, Final Employee Collection, Peak Accessory, Peak PRO, Peak PRO Accessory, zip-restricted"
Peak Pro Travel Glass,Pink Breast Cancer Awareness,Peak Pro Travel Glass - Pink Breast Cancer Awareness,$125.00,,810028443020,Peak PRO Accessories,Puffco,https://www.puffco.com/products/the-puffco-colored-travel-glass,https://cdn.shopify.com/s/files/1/0319/5549/products/Black-Front_8eb95e91-85eb-4324-be96-83fa84ed183d.png?v=1631570964,False,Out of Stock,"Take a trip. The Puffco Travel Glass is a patented Top for the Peak Pro and Peak that allows you to lock water inside the chamber by twisting the mouthpiece. Less spills, better portability, saves water. Dab on the go.","BFCM22, EARLY25, Final Employee Collection, Peak Accessory, Peak PRO, Peak PRO Accessory, zip-restricted"
Peak Pro Travel Glass,Ultraviolet,Peak Pro Travel Glass - Ultraviolet,$125.00,,810028442665,Peak PRO Accessories,Puffco,https://www.puffco.com/products/the-puffco-colored-travel-glass,https://cdn.shopify.com/s/files/1/0319/5549/products/Black-Front_8eb95e91-85eb-4324-be96-83fa84ed183d.png?v=1631570964,False,Out of Stock,"Take a trip. The Puffco Travel Glass is a patented Top for the Peak Pro and Peak that allows you to lock water inside the chamber by twisting the mouthpiece. Less spills, better portability, saves water. Dab on the go.","BFCM22, EARLY25, Final Employee Collection, Peak Accessory, Peak PRO, Peak PRO Accessory, zip-restricted"
Peak Pro Joystick Cap,Onyx,Peak Pro Joystick Cap - Onyx,$40.00,,810028445161,Peak PRO Accessories,Puffco,https://www.puffco.com/products/peak-pro-joystick-cap,https://cdn.shopify.com/s/files/1/0319/5549/files/peakpro_joystick_0000_Onyx-Joystick-Cap.png?v=1698156620,True,In Stock,"Never stuck. Less maintenance. Always fun. The Peak Pro Joystick Cap provides precise 360º directional airflow for more consistent heating, giving you bigger clouds and better flavor. Made of shatterproof stainless steel and silicone, the Joystick’s design is easy to clean and prevents reclaim from ",Limited
Peak Pro Joystick Cap,Desert,Peak Pro Joystick Cap - Desert,$40.00,,810028446397,Peak PRO Accessories,Puffco,https://www.puffco.com/products/peak-pro-joystick-cap,https://cdn.shopify.com/s/files/1/0319/5549/files/peakpro_joystick_0000_Onyx-Joystick-Cap.png?v=1698156620,False,Out of Stock,"Never stuck. Less maintenance. Always fun. The Peak Pro Joystick Cap provides precise 360º directional airflow for more consistent heating, giving you bigger clouds and better flavor. Made of shatterproof stainless steel and silicone, the Joystick’s design is easy to clean and prevents reclaim from ",Limited
Peak Pro Joystick Cap,Pearl,Peak Pro Joystick Cap - Pearl,$40.00,,810028445932,Peak PRO Accessories,Puffco,https://www.puffco.com/products/peak-pro-joystick-cap,https://cdn.shopify.com/s/files/1/0319/5549/files/peakpro_joystick_0004_Pearl-Joystick-Cap.png?v=1698156620,True,In Stock,"Never stuck. Less maintenance. Always fun. The Peak Pro Joystick Cap provides precise 360º directional airflow for more consistent heating, giving you bigger clouds and better flavor. Made of shatterproof stainless steel and silicone, the Joystick’s design is easy to clean and prevents reclaim from ",Limited
Peak Joystick Cap + Tether,Cloud,Peak Joystick Cap + Tether - Cloud,$35.00,,810028448322,Peak PRO Accessories,Puffco,https://www.puffco.com/products/peak-joystick-cap-tether-cloud,https://cdn.shopify.com/s/files/1/0319/5549/files/chambernsticks_0005_joy3.png?v=1721264273,False,Out of Stock,"Never stuck. Less maintenance. Always fun. The new Peak Joystick Cap provides precise 360º directional airflow for more consistent heating, giving you bigger clouds and better flavor. Made of shatterproof stainless steel and silicone, the Joystick’s design is easy to clean and prevents reclaim from ",
E-Gift Card,25,E-Gift Card - 25,$25.00,,GIFTCARD25,Gift Card,Puffco,https://www.puffco.com/products/gift-card,https://cdn.shopify.com/s/files/1/0319/5549/files/giftcard2_shopready.png?v=1765309754,True,In Stock,<span>Shopping for someone else but not sure what to give them? Give them the gift of choice with a Puffco gift card.</span>  <span>Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no additional processing fees.</span>,"Gift Card, YBlocklist, zip-restricted"
E-Gift Card,50,E-Gift Card - 50,$50.00,,GIFTCARD50,Gift Card,Puffco,https://www.puffco.com/products/gift-card,https://cdn.shopify.com/s/files/1/0319/5549/files/giftcard2_shopready.png?v=1765309754,True,In Stock,<span>Shopping for someone else but not sure what to give them? Give them the gift of choice with a Puffco gift card.</span>  <span>Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no additional processing fees.</span>,"Gift Card, YBlocklist, zip-restricted"
E-Gift Card,100,E-Gift Card - 100,$100.00,,GIFTCARD100,Gift Card,Puffco,https://www.puffco.com/products/gift-card,https://cdn.shopify.com/s/files/1/0319/5549/files/giftcard2_shopready.png?v=1765309754,True,In Stock,<span>Shopping for someone else but not sure what to give them? Give them the gift of choice with a Puffco gift card.</span>  <span>Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no additional processing fees.</span>,"Gift Card, YBlocklist, zip-restricted"
Proxy Travel Bag,Black,Proxy Travel Bag - Black,$70.00,,810028445055,Proxy Accessory,Puffco,https://www.puffco.com/products/proxy-bag,https://cdn.shopify.com/s/files/1/0319/5549/products/proxybag_0005_Proxy-Bag---Black---Front.png?v=1764979720,True,In Stock,"High fashion, high function. With a quick-access loading tray, hidden compartment, and 8 pockets, the Proxy Travel Bag lets you dab anywhere. Symmetrical design for righties and lefties. A fully adjustable strap that fits all bodies. 300d ripstop nylon for durability. Quilted padding to protect your","Accessory, BYOSTEP4, DoubleFeature, Proxy Accessories, proxyacc, zip-not-restricted"
Proxy Travel Bag,Desert,Proxy Travel Bag - Desert,$70.00,,810028445062,Proxy Accessory,Puffco,https://www.puffco.com/products/proxy-bag,https://cdn.shopify.com/s/files/1/0319/5549/products/proxybag_0000_Proxy-Bag---Desert---Front.png?v=1764979720,True,In Stock,"High fashion, high function. With a quick-access loading tray, hidden compartment, and 8 pockets, the Proxy Travel Bag lets you dab anywhere. Symmetrical design for righties and lefties. A fully adjustable strap that fits all bodies. 300d ripstop nylon for durability. Quilted padding to protect your","Accessory, BYOSTEP4, DoubleFeature, Proxy Accessories, proxyacc, zip-not-restricted"
Proxy Carb Cap with Tether,Default Title,Proxy Carb Cap with Tether,$25.00,,810028445444,Proxy Accessory,Puffco,https://www.puffco.com/products/proxy-chamber-carb-cap-tether,https://cdn.shopify.com/s/files/1/0319/5549/products/MainProxy_0006_tether_2bdb4ad8-382f-4621-b51f-f077d0573467.png?v=1676298819,True,In Stock,"The Proxy Carb Cap &amp; Tether features a directional airpath that works in tandem with our 3D Chamber to increase vapor production. The press-fit connection locks into the Proxy chamber, keeping your extract where it belongs.","Accessory, DoubleFeature, EARLY25, Proxy Accessories, zip-restricted"
Plus Mouthpiece,Onyx,Plus Mouthpiece - Onyx,$20.00,,810028446540,Mouthpiece,Puffco,https://www.puffco.com/products/plus-mouthpiece,https://cdn.shopify.com/s/files/1/0319/5549/files/black_lo_0005___mouthpiece_5d85acd8-4670-4992-b41d-611ff5d52f2c.png?v=1698106788,False,Out of Stock,"<meta charset=""utf-8""><span class=""NormalTextRun SCXW149208875 BCX0"" data-mce-fragment=""1"">Dab on-the-go easier than ever. The Plus mouthpiece houses the Dart – our patented all-in-one loading tool, splash guard, and carb cap. Extend the Dart by pressing on the silicone top. Scoop your concentrate w","New Plus, YBlocklist"
Plus Mouthpiece,Pearl,Plus Mouthpiece - Pearl,$20.00,,810028446625,Mouthpiece,Puffco,https://www.puffco.com/products/plus-mouthpiece,https://cdn.shopify.com/s/files/1/0319/5549/files/black_lo_0005___mouthpiece_5d85acd8-4670-4992-b41d-611ff5d52f2c.png?v=1698106788,False,Out of Stock,"<meta charset=""utf-8""><span class=""NormalTextRun SCXW149208875 BCX0"" data-mce-fragment=""1"">Dab on-the-go easier than ever. The Plus mouthpiece houses the Dart – our patented all-in-one loading tool, splash guard, and carb cap. Extend the Dart by pressing on the silicone top. Scoop your concentrate w","New Plus, YBlocklist"
Plus Chamber - Onyx,Default Title,Plus Chamber - Onyx,$25.00,,810028446564,Coil,Puffco,https://www.puffco.com/products/plus-chamber-onyx,https://cdn.shopify.com/s/files/1/0319/5549/files/black_lo_0004___chamber_1.png?v=1698162595,True,In Stock,"<meta charset=""utf-8"">
Where the magic happens. The Plus Chamber is made from ceramic for easy cleaning and cleaner vapor, no coils, glues, or fibers. Enjoy a discreet and flavorful experience anywhere you go.
 
<p style=""color: gray; font-size: smaller;""><em> *Mouthpiece and Battery Not Included*</",New Plus
Stars Hat,Default Title,Stars Hat,$40.00,,850076734770,Merch,Puffco,https://www.puffco.com/products/stars-hat,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_HM25_Star-Hat_0001_Front_900x1200_1f0eca31-a4ae-41a3-a1b8-e465b7edb409.png?v=1765499906,True,In Stock,"Six-star hash, six-star hat. Full melt magic.
 
- 6 panel, low profile, unstructured - Buckle closure - 100% washed cotton - Pre-curved visor",
All Stars Hoodie,S,All Stars Hoodie - S,$80.00,,810208270323,Merch,Puffco,https://www.puffco.com/products/all-stars-hoodie,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_HM25_All-Star-Hoodie_0001_Front_900x1200_ecb44af0-dba9-4f1e-b8da-4f6b9308500d.png?v=1765499906,False,Out of Stock,"NYC to LA. Putting on for the plant since 2013.
 
- 13oz fabric - 70/30 cotton polyester blend - Double lined hood - Drop shoulder, relaxed box fit",
All Stars Hoodie,M,All Stars Hoodie - M,$80.00,,810208270330,Merch,Puffco,https://www.puffco.com/products/all-stars-hoodie,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_HM25_All-Star-Hoodie_0001_Front_900x1200_ecb44af0-dba9-4f1e-b8da-4f6b9308500d.png?v=1765499906,False,Out of Stock,"NYC to LA. Putting on for the plant since 2013.
 
- 13oz fabric - 70/30 cotton polyester blend - Double lined hood - Drop shoulder, relaxed box fit",
All Stars Hoodie,L,All Stars Hoodie - L,$80.00,,810208270347,Merch,Puffco,https://www.puffco.com/products/all-stars-hoodie,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_HM25_All-Star-Hoodie_0001_Front_900x1200_ecb44af0-dba9-4f1e-b8da-4f6b9308500d.png?v=1765499906,False,Out of Stock,"NYC to LA. Putting on for the plant since 2013.
 
- 13oz fabric - 70/30 cotton polyester blend - Double lined hood - Drop shoulder, relaxed box fit",
All Stars Hoodie,XL,All Stars Hoodie - XL,$80.00,,810208270354,Merch,Puffco,https://www.puffco.com/products/all-stars-hoodie,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_HM25_All-Star-Hoodie_0001_Front_900x1200_ecb44af0-dba9-4f1e-b8da-4f6b9308500d.png?v=1765499906,False,Out of Stock,"NYC to LA. Putting on for the plant since 2013.
 
- 13oz fabric - 70/30 cotton polyester blend - Double lined hood - Drop shoulder, relaxed box fit",
All Stars Hoodie,XXL,All Stars Hoodie - XXL,$80.00,,810208270361,Merch,Puffco,https://www.puffco.com/products/all-stars-hoodie,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_HM25_All-Star-Hoodie_0001_Front_900x1200_ecb44af0-dba9-4f1e-b8da-4f6b9308500d.png?v=1765499906,False,Out of Stock,"NYC to LA. Putting on for the plant since 2013.
 
- 13oz fabric - 70/30 cotton polyester blend - Double lined hood - Drop shoulder, relaxed box fit",
All Stars Hoodie,XXXL,All Stars Hoodie - XXXL,$80.00,,810208270378,Merch,Puffco,https://www.puffco.com/products/all-stars-hoodie,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_HM25_All-Star-Hoodie_0001_Front_900x1200_ecb44af0-dba9-4f1e-b8da-4f6b9308500d.png?v=1765499906,False,Out of Stock,"NYC to LA. Putting on for the plant since 2013.
 
- 13oz fabric - 70/30 cotton polyester blend - Double lined hood - Drop shoulder, relaxed box fit",
More Hash Hat,Default Title,More Hash Hat,$40.00,,850076734763,Merch,Puffco,https://www.puffco.com/products/more-hash-hat,https://cdn.shopify.com/s/files/1/0319/5549/files/Puffco_HM25_More-Hash-Camo-Hat_0001_Front_900x1200_cc8f701f-ab35-451d-ae45-ffc8a4a5e23b.png?v=1765499906,False,Out of Stock,"Blend in. Stand out. More hash, please.
 
- 6 panel, low profile, unstructured - Velcro closure - 100% polyester - Pre-curved visor",
